trip_no,vcaseid,no,season,vq3,vq4_1,vq4_2,vq4_3,vq4_4,vq4_5,vq4_6,vq4_7,vq4_8,vq4_9,vq4_10,vq4_a1_1,vq4_a1_2,vq4_a1_3,vq4_a1_4,vq4_a1_5,vq4_a1_6,vq4_a1_7,vq4_a1_8,vq4_a1_9,vq4_a1_10,vq4_a2_1,vq4_a2_2,vq4_a2_3,vq4_a2_4,vq4_a2_5,vq4_a2_6,vq4_a2_7,vq4_a2_8,vq4_a2_9,vq4_a2_10,vq4_a3_1,vq4_a3_2,vq4_a3_3,vq4_a3_4,vq4_a3_5,vq4_a3_6,vq4_a3_7,vq4_a3_8,vq4_a3_9,vq4_a3_10,vq4_a4_1,vq4_a4_2,vq4_a4_3,vq4_a4_4,vq4_a4_5,vq4_a4_6,vq4_a4_7,vq4_a4_8,vq4_a4_9,vq4_a4_10,vq4_a5_1,vq4_a5_2,vq4_a5_3,vq4_a5_4,vq4_a5_5,vq4_a5_6,vq4_a5_7,vq4_a5_8,vq4_a5_9,vq4_a5_10,vq4_a6_1,vq4_a6_2,vq4_a6_3,vq4_a6_4,vq4_a6_5,vq4_a6_6,vq4_a6_7,vq4_a6_8,vq4_a6_9,vq4_a6_10,vq4_a7_1,vq4_a7_2,vq4_a7_3,vq4_a7_4,vq4_a7_5,vq4_a7_6,vq4_a7_7,vq4_a7_8,vq4_a7_9,vq4_a7_10,vq4_a8_1,vq4_a8_2,vq4_a8_3,vq4_a8_4,vq4_a8_5,vq4_a8_6,vq4_a8_7,vq4_a8_8,vq4_a8_9,vq4_a8_10,vq4_a9_1,vq4_a9_2,vq4_a9_3,vq4_a9_4,vq4_a9_5,vq4_a9_6,vq4_a9_7,vq4_a9_8,vq4_a9_9,vq4_a9_10,vq4_a10_1,vq4_a10_2,vq4_a10_3,vq4_a10_4,vq4_a10_5,vq4_a10_6,vq4_a10_7,vq4_a10_8,vq4_a10_9,vq4_a10_10,vq4_a11_1,vq4_a11_2,vq4_a11_3,vq4_a11_4,vq4_a11_5,vq4_a11_6,vq4_a11_7,vq4_a11_8,vq4_a11_9,vq4_a11_10,vq4_a12_1,vq4_a12_2,vq4_a12_3,vq4_a12_4,vq4_a12_5,vq4_a12_6,vq4_a12_7,vq4_a12_8,vq4_a12_9,vq4_a12_10,vq4_a13_1,vq4_a13_2,vq4_a13_3,vq4_a13_4,vq4_a13_5,vq4_a13_6,vq4_a13_7,vq4_a13_8,vq4_a13_9,vq4_a13_10,vq4_a14_1,vq4_a14_2,vq4_a14_3,vq4_a14_4,vq4_a14_5,vq4_a14_6,vq4_a14_7,vq4_a14_8,vq4_a14_9,vq4_a14_10,vq4_a15_1,vq4_a15_2,vq4_a15_3,vq4_a15_4,vq4_a15_5,vq4_a15_6,vq4_a16_1,vq4_a16_2,vq4_a16_3,vq4_a16_4,vq4_a16_5,vq4_a16_6,vq4_a16_7,vq4_a16_8,vq4_a16_9,vq4_a16_10,vq4_a17_1,vq4_a17_2,vq4_a17_3,vq4_a17_4,vq4_a17_5,vq4_a17_6,vq4_a17_7,vq4_a17_8,vq4_a18_1,vq4_a18_2,vq4_a18_3,vq4_a18_4,vq4_a18_5,vq4_a18_6,vq4_a18_7,vq4_a18_8,vq4_a18_9,vq4_a18_10,vq4_a19_1,vq4_a19_2,vq4_a19_3,vq4_a19_4,vq4_a19_5,vq4_a19_6,vq4_a19_7,vq4_a19_8,vq4_a19_9,vq4_a19_10,vq4_a20_1,vq4_a20_2,vq4_a20_3,vq4_a20_4,vq4_a20_5,vq4_a20_6,vq4_a20_7,vq4_a20_8,vq4_a20_9,vq4_a20_10,vq4_a21_1,vq4_a21_2,vq4_a21_3,vq4_a21_4,vq4_a21_5,vq4_a21_6,vq4_a21_7,vq4_a21_8,vq4_a21_9,vq4_a21_10,vq4_a22_1,vq4_a22_2,vq4_a22_3,vq4_a22_4,vq4_a22_5,vq4_a22_6,vq4_a22_7,vq4_a22_8,vq4_a22_9,vq4_a22_10,vq5,vq5a,vq5b,vq6,vq6a,vq7,vq7a,vq7b,vq7c_1,vq7c_2,vq7c_3,vq7c_4,vq7c_5,vq7c_6,vq7c_7,vq7c_8,vq7c_9,vq7c_10,vq8,vq9,vq9_1_1,vq9_1_2,vq9_1_3,vq9_2,vq9_3_1,vq9_3_2,vq9_3_3,vq9_3_4,vq9_3_5,vq9_4_1,vq9_4_2,vq9_4_3,vq9_4_4,vq9_4_5,vq10_1,vq10_2,vq10_3,vq10_4,vq10_5,vq10_6,vq10_7,vq10a_1,vq10a_2,vq10b_1,vq10b_2,vq10c_1,vq10c_2,vq11,vq11a,vq11b,vq11c,vq12a,vq12a1,vq12a1_1,vq12a1_2,vq12a1_3,vq12a1_4,vq12a1_5,vq12a2,vq12a3,vq12a4,vq12a5,vq12a6,vq12a7,vq12a8,vq12a8_1_1,vq12a8_1_2,vq12a8_1_3,vq12a8_1_4,vq12a8_1_5,vq12a8_1_6,q12a,q12a1,q12a2,q12a3,q12a4,q12a5,q12a6,q12a7,vq13_1,vq13_2,vq13_3,vq14_1,vq14_2,vq14_3,vq14_4,vq14_5,vq14_6,vq15,vq15a_1,vq15a_2,vq15a_3,vq15a_4,vq15a_5,vq15a_6,vq16_1,vq16_2,vq16_3,vq16_4,vq16_5,vq16_6,vq16_7,vq16_8,vq16_9,vq16_10,vq16a,vb1,vb2,vb3,vb4,vb5,vb6,vb7,weight_q6
11690,98117203,15690,3,8,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,4, , , , , , , , , , , , ,2, , , ,3,1, , , , , ,3, ,2,4,1,1,1, , , , , , ,450,0,150,0,50,250,0,0,4, , ,5, , , , , ,2, , , , , , ,205, , , , , , , , , ,205,6,3,8,1,6,1,1,1.568866
11478,98110998,15398,3,8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1,0,1, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,6, ,1,1,1,1,1, , , , , , ,450,0,450,0,0,0,0,0, , , ,66, , , , , ,2, , , , , , ,701, , , , , , , , , ,701,6,3,6,2,8,2,2,1.256863
11309,98106887,15155,3,8,1, , , , , , , , , ,101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,7, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,2, ,3,1,4,1,1, , , , , , ,450,0,50,0,150,0,250,0,7, , ,1, , , , , ,2, , , , , , ,101,105,501,603, , , , , , ,105,11,1,13,2,6,1,1,.845979
11186,98103146,14975,3,8,1, , , , , , , , , ,149, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,2,4,1, , , , , ,2, ,4,3,1,1,2,3, , , , , ,450,0,50,0,250,150,0,0,11,7,6,5, , , , , ,2, , , , , , ,101,102,105,501, , , , , , ,102,6,6,5,2,8,2,2,1.256863
9378,96122882,12560,3,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,611, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,2, ,3,1,4,1,1, , , , , , ,450,0,50,0,150,0,250,0,4,8,5,5, , , , , ,2, , , , , , ,205, , , , , , , , , ,205,11,3,13,2,3,10,2,.836738
13232,98229682,17891,3,7,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,2, , , ,4,1, , , , , ,3, ,3,1,3,1,1, , , , , , ,450,0,150,0,150,0,150,0,6, , ,3, , , , , ,2, , , , , , ,101,102, , , , , , , , ,101,6,5,6,1,6,6,2,1.201715
13172,98228017,17808,3,7,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1616,1665, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,4, , , , , , , , , , , , ,2, , , ,3,1, , , , , ,2, ,3,1,4,1,1, , , , , , ,450,0,50,0,150,0,250,0,8, , ,8, , , , , ,2, , , , , , ,212,603, , , , , , , , ,603,2,3,9,1,3,4,1,2.548323
12991,98223039,17556,3,7,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,2, , , ,3,1, , , , , ,3, ,2,1,4,1,1, , , , , , ,450,0,150,0,50,0,250,0, , , ,66, , , , , ,2, , , , , , ,701, , , , , , , , , ,701,5,5,6,2,5,15,1,2.547079
12927,98221059,17458,3,7,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1017,1047,1065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,3, ,3,1,3,1,1, , , , , , ,450,0,150,0,150,0,150,0,5, , ,3, , , , , ,2, , , , , , ,101,102,501, , , , , , , ,102,10,4,13,2,4,6,1,.928625
12394,98208560,16704,3,7,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2042,2049, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,7,16, , , , , , , , , , , ,1,3,0,0,3,1, , , , , ,2, ,4,1,3,1,2,3, , , , , ,450,0,50,0,250,0,150,0,1,6,8,1,2,3, , , ,2, , , , , , ,101,102,212,603, , , , , , ,102,4,5,4,1,6,6,1,2.569304
11963,98124614,16065,3,7,1, , , , , , , , , ,180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,4, ,3,1,2,1,1, , , , , , ,450,0,250,0,150,0,50,0,8,7, ,8, , , , , ,2, , , , , , ,209,501,603, , , , , , , ,209,11,3,13,3,2,1,2,.896038
11951,98124338,16047,3,7,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1407, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,4, , , , , , , , , , , , ,2, , , ,4,1, , , , , ,2, ,4,1,3,1,1, , , , , , ,450,0,50,0,250,0,150,0,6,8, ,3, , , , , ,2, , , , , , ,501,601, , , , , , , , ,601,2,4,14,1,2,1,1,2.670782
11621,98115312,15593,3,7,1, , , , , , , , , ,133,134, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,3,5, , , , , ,2, , , , , ,1,2,0,0,3,1, , , , , ,3, ,3,3,1,1,1, , , , , , ,450,0,150,0,150,150,0,0,8, , ,8, , , , , ,2, , , , , , ,101,204,211,501, , , , , , ,204,11,6,13,2,6,1,1,.845979
11257,98105003,15076,3,7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,421, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,4,0,0,3,1, , , , , ,3, ,3,1,3,1,1, , , , , , ,450,0,150,0,150,0,150,0,7, , ,8, , , , , ,2, , , , , , ,501,503,601,603, , , , , , ,801,7,5,4,2,8,3,1,1.259736
12079,98128674,16244,3,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,702, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,1, , , , ,4,5, , , ,2, , , , ,2, , , , , , , , , , ,1, ,2, , , ,3,3,1,5, , , ,1, ,2,2,1,1,1, , , , , , ,475,375,275,0,50,50,0,100,8,7, ,8, , , , , ,2, , , , , , ,101,102,104, , , , , , , ,102,11,3,13,1,2,10,1,.789992
9734,96147126,13024,3,8,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1938, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,7, , , , , , , , , , , , ,2, , , ,4,1, , , , , ,2, ,3,1,1,3,1, , , , , , ,475,0,75,0,150,0,0,250,65, , ,8, , , , , ,2, , , , , , ,209, , , , , , , , , ,209,5,5,3,1,8,1,2,1.819399
9233,96112440,12376,3,8,1, , , , , , , , , ,180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,7, , , , , , , , , , , , ,1,2,1,1,4,1, , , , , ,2, ,3,4,1,1,1, , , , , , ,475,0,75,0,150,250,0,0,1,11,8,3, , , , , ,2, , , , , , ,501,503,604, , , , , , , ,604,6,5,3,2,10,1,1,1.568866
9024,96100084,12091,3,9,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,3, , , , , , ,2, , , , , ,2, , , ,3,1, , , , , ,1, ,1,1,6,1,1, , , , , , ,480,0,30,0,0,0,450,0,8,2, ,8, , , , , ,2, , , , , , ,209, , , , , , , , , ,209,11,1,11,2,3,2,2,.943773
9752,96148460,13044,3,9,1, , , , , , , , , ,136,136, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,3,7, , , , , ,2, , , , , ,1,2,0,0,4,1, , , , , ,2, ,3,1,4,1,1, , , , , , ,490,0,90,0,150,0,250,0,7,8, ,8, , , , , ,2, , , , , , ,209,212,501,603, , , , , , ,603,11,3,13,2,6,2,1,.891048
9031,96100760,12101,3,9,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,365, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,3, , , , , , ,2, , , , , ,2, , , ,4,1, , , , , ,2, ,3,1,3,2,1, , , , , , ,490,0,90,0,150,0,150,100,2,7,8,5, , , , , ,2, , , , , , ,209, , , , , , , , , ,209,8,5,6,1,7,3,2,.912453
10010,96166848,13373,3,7,2, , , , , , , , , , , , , , , , , , , ,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,3,5, , , , , ,2, , , , , ,2, , , ,4,1, , , , , ,2, ,4,1,3,1,1, , , , , , ,490,0,90,0,250,0,150,0,7,6, ,2, , , , , ,2, , , , , , ,101,105, , , , , , , , ,101,11,5,13,2,8,3,1,.86262
15317,96249479,20344,4,10,9,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1765, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2,1,5,3,4,9, , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,3,0,0,4,1, , , , , ,4,2,1,1,1,1,1, , , , , , ,500,0,250,250,0,0,0,0,11, , ,1,4, , , , ,2, , , , , , ,101,102,607, , , , , , , ,102,6,4,11,2,4,6,2,.624937
10238,96204971,13664,3,88,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2098,2042, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,4, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,2, ,6,1,1,1,1, , , , , , ,500,0,50,0,450,0,0,0,8, , ,8, , , , , ,2, , , , , , ,101,102,501, , , , , , , ,102,7,3,11,2,4,6,2,.901167
9911,96159018,13245,3,88,1, , , , , , , , , ,101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,4,0,0,4,1, , , , , ,4, ,4,1,1,1,1, , , , , , ,500,0,250,0,250,0,0,0,1,7,5,8, , , , , ,2, , , , , , ,501,603, , , , , , , , ,603,7,3,5,2,6,4,2,.853821
9188,96109712,12316,3,88,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,3,5, , , , , ,2, , , , , ,1,2,0,0,4,1, , , , , ,3, ,5,1,1,1,1, , , , , , ,500,0,150,0,350,0,0,0,11,7,5,8, , , , , ,2, , , , , , ,101,102,501, , , , , , , ,102,9,5,1,2,8,4,2,.859834
15855,99109194,21016,4,88,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1938, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,4, ,4,1,1,1,1, , , , , , ,500,0,250,0,250,0,0,0,8, , ,8, , , , , ,2, , , , , , ,201,209, , , , , , , , ,801,9,5,13,2,9,1,2,.860956
13281,98231466,17960,3,88,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1814, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,3,1, , , , , ,4, ,4,1,1,1,1, , , , , , ,500,0,250,0,250,0,0,0,1, , ,5, , , , , ,2, , , , , , ,101,102,204, , , , , , , ,101,11,3,13,2,3,5,1,.822251
